contents,star
"Who the hell edited this shitty video?",1
"I've seen better apps in a dumpster.",1
"Video's so bad, it's a damn joke.",1
"This crap app crashes every 5 minutes.",1
"Video's so shitty, it gave me a headache.",1
"Whoever designed this app is a damn moron.",1
"I've wasted time on bad videos, but this is the worst.",1
"App's the biggest pile of crap I've seen.",1
"This video's the definition of shitshow.",1
"Ugh, this goddamn app's UI is from the stone age.",1
"The video's so trashy I lost brain cells.",1
"The app's updates are a fucking mess.",1
"Watching this video felt like hell.",1
"Deleted the shitty app after 10 minutes.",1
"Video's a fucking waste of time.",1
"This app can go to hell.",1
"I'd rather watch paint dry than this crap video.",1
"The app's support is so bad, it's a damn joke.",1
"The video's so shitty, I can't even.",1
"App's filled with dumbass bugs.",1
"The video's a complete dumpster fire.",1
"Can't believe I paid for this crap app.",1
"Video's a total shitfest.",1
"This godforsaken app is trash.",1
"What a fucked up video.",1
"App's performance is a freaking nightmare.",1
"Who made this video, a monkey?",1
"What the hell was the app developer thinking?",1
"This video makes zero damn sense.",1
"Why the fuck does this app need so many permissions?",1
"I'd rather watch static than this bullshit video.",1
"Who in their right mind would use this trashy app?",1
"The video's so bad, it's not even laughable.",1
"I regret every damn minute I spent on this stupid app.",1
"I've seen better content in a toddler's doodle than this video.",1
"Why the hell does this crappy app even exist?",1
"The video's a fucking disgrace to creators everywhere.",1
"Can't believe I wasted data downloading this shit app.",1
"I've had more fun watching paint dry than this video.",1
"This app's a clusterfuck of poor choices.",1
"I've seen low-quality videos, but this takes the cake.",1
"The app's so buggy, it's basically a damn insect.",1
"I wouldn't wish this shitty video on my worst enemy.",1
"Uninstalling this garbage app was the best decision.",1
"Who in the world greenlit this godawful video?",1
"The app's so bad, it's almost comedic.",1
"The video's so messed up, it's beyond redemption.",1
"I wouldn't touch this app with a ten-foot pole.",1
"Video's so shitty, it feels like a parody.",1
"The app's design looks like it's from the fucking '90s.",1
"This video's the epitome of wasted potential.",1
"Why is this trash app even on the store?",1
"I'd get more joy from a slap than this video.",1
"The app's tutorial is a damn joke.",1
"This video is so bad, it's almost criminal.",1
"Does the app have QA? Because it sure doesn't feel like it.",1
"I've had more engaging experiences with a brick wall than this video.",1
"What kind of braindead update was that?",1
"This video's a trainwreck from start to finish.",1
"Ever heard of user experience? This app clearly hasn't.",1
"God, this video's an absolute dumpster fire.",1
"This trash app's not worth the storage it takes.",1
"Who the fuck thought this video was a good idea?",1
"App's interface is so bad, it's almost offensive.",1
"If there's a contest for shitty videos, this wins hands down.",1
"Every moment with this app feels like eternal damnation.",1
"This video feels like an assault on my senses.",1
"Why the hell is this app rated above 1 star?",1
"Watching this video was a fucking ordeal.",1
"Are the developers of this app even trying?",1
"Video's the biggest pile of crap I've sat through.",1
"App's so unreliable it's basically a digital paperweight.",1
"I've seen roadkill with more appeal than this video.",1
"This shitty app can't even do the basics right.",1
"This video's a disgrace to all content creators.",1
"App's a cesspool of bugs and terrible decisions.",1
"I could make a better video blindfolded.",1
"If I could give this app negative stars, I would.",1
"This video's so bad it's not even meme-worthy.",1
"The app's devs need a crash course in usability.",1
"The video's a mockery of good content.",1
"Why does this godforsaken app even get updates?",1
"Could the video BE any more terrible?",1
"App feels like a relic from the prehistoric era.",1
"Video's a fucking monstrosity.",1
"Is this app's goal to infuriate its users?",1
"Video's a textbook example of how not to do content.",1
"The app is quite intuitive and user-friendly.",5
"Interesting video, learned a lot from it.",4
"App does its job but could use a few updates.",3
"The video was okay, but the pacing was a bit slow.",3
"Love the app! Use it daily without any issues.",5
"The video was informative but lacked visuals.",3
"Have been using the app for months, pretty satisfied.",4
"Nice video! The editing was on point.",4
"App's good but crashes occasionally.",3
"Video was great! Subscribed for more.",5
"The app's design feels a bit outdated.",2
"Decent video, but the content wasn't new.",3
"App works as advertised, no complaints.",4
"Video was entertaining, had a good laugh!",5
"App needs some bug fixes, but the concept is great.",3
"Good video, but a bit too lengthy for my taste.",3
"Been using the app for a while, it's a lifesaver!",5
"Thoroughly enjoyed the video, looking forward to more.",4
"App's okay but lacks some features I need.",3
"Stellar video production! Loved the graphics.",5
"App's decent but could be more optimized.",3
"Video was average, didn't really stand out.",3
"Reliable app, never faced any major issues.",4
"Solid video content. Keep it up!",4
"App's functionality is good, but the UI needs a refresh.",3
"Engaging video from start to finish!",5
"Occasional hiccups with the app, but overall good.",4
"Video's content was okay, but loved the narration.",4
"App's good for basic tasks. For advanced features, it falls short.",3
"Great video! Shared it with my friends.",5
"The app feels clunky and often lags.",2
"The video had potential, but the execution was lacking.",2
"Used the app for a while, but it didn't meet my expectations.",2
